what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335434925600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335434928838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335434941981
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1335434945295
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1335434950031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335434950948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335434952398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335434955929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335434978361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335434985137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335434999736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435016318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435062766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335435068221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335435069611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435073167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435095667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435103583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435130447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435137951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435147135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335435152904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335435154739
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335435157478
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335435159539
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1335435161004
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335435163699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335435231482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335435231678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335435246504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335435246680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335435255699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335435270327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435274431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435286424
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335435291549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435295454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435303695
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1335435303821
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1335435303907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335435309645
error,log,,,"IStructuredDocumentRegion management failed.",1335435327153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335435327188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335435328949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435341933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435352877
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1335435356217
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335435357099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335435359156
