what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335431986498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335431992055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335432006092
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335432008953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335432012578
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1335432045868
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1335432045918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335432046057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335432059013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335432086074
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335432095411
